track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms,source,lyrics,lyrics_missing,topic_number,topic_label,year,weeks_on_chart,chart_longevity
Yellow Hearts,Ant Saunders,866.0,399.0,"-10,938",1,7,0.0745,117.0,0.0,0.0689,"129,047",4,223256,spotify,"She put my name with yellow hearts
Her favorite color, like the stars
I didn't listen very hard
When she told me she was crazy from the start
She put my name with yellow hearts (Yeah, she did)
I said she was a work of art (Work of art)
I didn't listen very hard (Very hard, no, no)
When she told me she was crazy from the start

I drive down open roads so slow
Here comes a train, I'll let it go
Ain't got nobody on my phone
Don't like being all alone (Don't like being all alone)
Not good at keeping with the trends (No, no)
Too good at welcoming amends
It's been a while since I've heard her say
That we were more than friends (Oh)
Oh, I, I-I-I, know a lot is going on
But girl, please tell me
And I'll let you be
Are you still with me or not?

She put my name with yellow hearts
Her favorite color, like the stars
I didn't listen very hard
When she told me she was crazy from the start
She put my name with yellow hearts (Yeah, she did)
I said she was a work of art (Work of art)
I didn't listen very hard (Very hard, no, no)
When she told me she was crazy from the start

She put yellow hearts around my name
I thought they were all just the same
To you, what do they really mean?
Have you only been playing games?

I'm by the garden with the carpenter bees
Like I'm Bob Ross-in' with a Harden beard
Taking it all in like I got no issues in my nature
Primroses blooming in the night
Birds wanna take me on a flight
Appreciating my land 'fore it turns into a glacier
Chasers are of no good use
This taste will be long endured
Why'd you have to go so soon?
I thought this was as good as new

She put yellow hearts around my name
I thought they were all just the same
To you, what do they really mean?
Have you only been playing games?

She put my name with yellow hearts (Yeah, she did)
Her favorite color, like the stars (Like the stars)
I didn't listen very hard (Very hard, no, no)
When she told me she was crazy from the start
She put my name with yellow hearts (She put yellow hearts around my name)
I said she was a work of art (I thought they were all just the same)
I didn't listen very hard (To you, what do they really mean?)
When she told me she was crazy from the start (Have you only been playing games?)

Have you only been playing games?
No, no",False,3.0,Party & Nightlife,2019,1,brief
Yellow Hearts,Ant Saunders,866.0,399.0,"-10,938",1,7,0.0745,117.0,0.0,0.0689,"129,047",4,223256,spotify,"She put my name with yellow hearts
Her favorite color, like the stars
I didn't listen very hard
When she told me she was crazy from the start
She put my name with yellow hearts (Yeah, she did)
I said she was a work of art (Work of art)
I didn't listen very hard (Very hard, no, no)
When she told me she was crazy from the start

I drive down open roads so slow
Here comes a train, I'll let it go
Ain't got nobody on my phone
Don't like being all alone (Don't like being all alone)
Not good at keeping with the trends (No, no)
Too good at welcoming amends
It's been a while since I've heard her say
That we were more than friends (Oh)
Oh, I, I-I-I, know a lot is going on
But girl, please tell me
And I'll let you be
Are you still with me or not?

She put my name with yellow hearts
Her favorite color, like the stars
I didn't listen very hard
When she told me she was crazy from the start
She put my name with yellow hearts (Yeah, she did)
I said she was a work of art (Work of art)
I didn't listen very hard (Very hard, no, no)
When she told me she was crazy from the start

She put yellow hearts around my name
I thought they were all just the same
To you, what do they really mean?
Have you only been playing games?

I'm by the garden with the carpenter bees
Like I'm Bob Ross-in' with a Harden beard
Taking it all in like I got no issues in my nature
Primroses blooming in the night
Birds wanna take me on a flight
Appreciating my land 'fore it turns into a glacier
Chasers are of no good use
This taste will be long endured
Why'd you have to go so soon?
I thought this was as good as new

She put yellow hearts around my name
I thought they were all just the same
To you, what do they really mean?
Have you only been playing games?

She put my name with yellow hearts (Yeah, she did)
Her favorite color, like the stars (Like the stars)
I didn't listen very hard (Very hard, no, no)
When she told me she was crazy from the start
She put my name with yellow hearts (She put yellow hearts around my name)
I said she was a work of art (I thought they were all just the same)
I didn't listen very hard (To you, what do they really mean?)
When she told me she was crazy from the start (Have you only been playing games?)

Have you only been playing games?
No, no",False,3.0,Party & Nightlife,2020,10,brief
Candy,Doja Cat,689.0,516.0,"-5,857",1,8,0.0444,513.0,0.0,163.0,"124,876",4,190920,spotify,"I can name a couple ways, baby, this shit might go
You just might forget that this was what you're gettin' high for
Men that like to do the things to remain that guy who
Need someone who's sweet and not gon' shoot to make that high note

And it's such a typical thing
Runnin' over billion men who
Only deal with difficult things
You gon' need a billion hands, ooh

She's just like candy, she's so sweet
But you know that it ain't real cherry, know that it ain't real cherry
She's just like candy (Candy), she's so sweet (She's so sweet)
But you know that it ain't real, know that it ain't real

I can be your sugar when you're fiendin' for that sweet spot
Put me in your mouth, baby, and eat it 'til your teeth rot
I can be your cherry, apple, pecan, or your key lime
Baby, I got everything and so much more than she's got

And it's such a typical thing
Runnin' over billion men who
Only deal with difficult things
You gon' need a billion hands, ooh

She's just like candy, she's so sweet
But you know that it ain't real cherry, know that it ain't real cherry
She's just like candy (Candy), she's so sweet (She's so sweet)
But you know that it ain't real, know that it ain't real
She's just like candy, she's so sweet
But you know that it ain't real cherry, know that it ain't real cherry
She's just like candy (Candy), she's so sweet (She's so sweet)
But you know that it ain't real, know that it ain't real

Sugar coated, lies unfolded, you still lick the wrapper
It's addictive, you know this, but you still lick the wrapper
Sugar coated, lies unfolded, you still lick the wrapper
It's addictive, you know this, but you still lick the wrapper

She's just like candy, she's so sweet
But you know that it ain't real cherry, know that it ain't real cherry
She's just like candy, she's so sweet
But you know that it ain't real, know that it ain't real
She's just like candy, she's so sweet
But you know that it ain't real cherry, know that it ain't real cherry
She's just like candy, she's so sweet
But you know that it ain't real, know that it ain't real",False,2.0,Boastful Rap Themes,2019,1,brief
Falling,Trevor Daniel,785.0,431.0,"-8,756",0,10,0.0364,123.0,0.0,0.0887,"127,085",4,159382,spotify,"Oh
Ooh, ooh

My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

Talk to me, I need to hear you need me like I need ya
Fall for me, I wanna know you feel how I feel for you, love
Before you, baby, I was numb, drown out pain by pourin' up
Speedin' fast on the run, never wanna get caught up
Now you're the one that I'm callin'
Swore I thought I'd never fall again, don't think I'm just talkin'
I think I might go all in, no exceptions, girl, I need ya

Feeling like I'm out of my mind, 'cause I can't get enough
Only one that I give my time, 'cause I got eyes for ya
Might make an exception for ya, 'cause I been feelin' ya
Think I might be out of my mind, I think that you're the one

My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

Will never give my all again
'Cause I'm sick of falling down
When I open up and give my trust
They find a way to break it down
Break down
Tear me up inside
When you break me down",False,4.0,Relationship Conflict,2019,2,brief
Falling,Trevor Daniel,785.0,431.0,"-8,756",0,10,0.0364,123.0,0.0,0.0887,"127,085",4,159382,spotify,"Oh
Ooh, ooh

My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

Talk to me, I need to hear you need me like I need ya
Fall for me, I wanna know you feel how I feel for you, love
Before you, baby, I was numb, drown out pain by pourin' up
Speedin' fast on the run, never wanna get caught up
Now you're the one that I'm callin'
Swore I thought I'd never fall again, don't think I'm just talkin'
I think I might go all in, no exceptions, girl, I need ya

Feeling like I'm out of my mind, 'cause I can't get enough
Only one that I give my time, 'cause I got eyes for ya
Might make an exception for ya, 'cause I been feelin' ya
Think I might be out of my mind, I think that you're the one

My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

Will never give my all again
'Cause I'm sick of falling down
When I open up and give my trust
They find a way to break it down
Break down
Tear me up inside
When you break me down",False,4.0,Relationship Conflict,2020,15,sustained
Watermelon Sugar,Harry Styles,548.0,816.0,"-4,209",1,0,0.0465,122.0,0.0,335.0,95.39,4,174000,spotify,"Tastes like strawberries on a summer evenin'
And it sounds just like a song
I want more berries and that summer feelin'
It's so wonderful and warm

Breathe me in, breathe me out
I don't know if I could ever go without
I'm just thinking out loud
I don't know if I could ever go without

Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar

Strawberries on a summer evenin'
Baby, you're the end of June
I want your belly and that summer feelin'
Getting washed away in you

Breathe me in, breathe me out
I don't know if I could ever go without

Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high

I just wanna taste it, I just wanna taste it
Watermelon sugar high

Tastes like strawberries on a summer evenin'
And it sounds just like a song
I want your belly and that summer feelin'
I don't know if I could ever go without

Watermelon sugar high
Watermelon sugar high
Watermelon sugar high (Sugar)
Watermelon sugar high (Sugar)
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high

I just wanna taste it, I just wanna taste it (Eh-eh-eh)
Watermelon sugar high
I just wanna taste it, I just wanna taste it (Ooh, yeah)
Watermelon sugar high
Watermelon sugar",False,1.0,Desire & Emotions,2020,15,sustained
Jingle Bell Rock,Bobby Helms,754.0,424.0,"-8,463",1,2,0.0363,643.0,0.0,0.0652,"119,705",4,130973,spotify,"Jingle bell, jingle bell, jingle bell rock
Jingle bells swing and jingle bells ring
Snowin' and blowin' up bushels of fun
Now the jingle hop has begun
Jingle bell, jingle bell, jingle bell rock
Jingle bells chime in jingle bell time
Dancin' and prancin' in Jingle Bell Square
In the frosty air

What a bright time, it's the right time
To rock the night away
Jingle bell time is a swell time
To go glidin' in a one-horse sleigh

Giddy up, jingle horse, pick up your feet
Jingle around the clock
Mix and a-mingle in the jinglin' feet
That's the jingle bell rock

Jingle bell, jingle bell, jingle bell rock
Jingle bells chime in jingle bell time
Dancin' and prancin' in Jingle Bell Square
In the frosty air

What a bright time, it's the right time
To rock the night away
Jingle bell time is a swell time
To go glidin' in a one-horse sleigh

Giddy up, jingle horse, pick up your feet
Jingle around the clock
Mix and a-mingle in the jinglin' feet
That's the jingle bell
That's the jingle bell
That's the jingle bell rock",False,0.0,Love & Life Themes,2019,12,sustained
My Type,Saweetie,899.0,811.0,"-6,294",1,2,258.0,0.000677,0.0,0.0672,"105,038",4,126446,spotify,"Hennessy on my lips, take a little sip
Privacy on the door, I'ma make the shit grip

Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight-inch big, ooh, that's good pipe
Bad bitch, I'ma ride the dick all night
Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight-inch big, ooh, that's good pipe
That's my type, nigga, that's my type

New wrist, new whip, ride around dipped
I can see why all these basic hoes pissed

Bust down wrist, not a bust down bitch (Ah)
Said I want your man, no the fuck I don't, sis (Uh, uh)
If he a rich nigga, why he still hitting licks? (Licks)
Nigga spending bread but he still can't hit
Bitch please (Bitch), Lamborghini keys
Pussy dripping ice, he get flown out to me
Bitch please, I want a man with the Bs (Yeah)
Pussy from the Bay, goin' dumb on the D (Hahaha)

Hennessy on my lips, take a little sip
Privacy on the door, I'ma make the shit grip

Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight-inch big, ooh, that's good pipe
Bad bitch, I'ma ride the dick all night
Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight-inch big, ooh, that's good pipe
That's my type, nigga, that's my type

New wrist, new whip, ride around dipped
I can see why all these basic hoes pissed

Messy hoes like to pop shit (Messy hoes)
You the type that's fuckin' for the rent (You a thot)
All on another nigga dick (On the dick)
Hair ain't nothin' with a inch (Hahaha)
Do it on his face with a thizz (Ugh)
I'm a boss tycoon with the shit (What)
Run it up (Uh), print it up, big bucks (Ayy, ayy)
Try your luck (Uh), none of my bitches been touched

Hennessy on my lips, take a little sip
Privacy on the door, I'ma make the shit grip

Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight-inch big, ooh, that's good pipe
Bad bitch, I'ma ride the dick all night
Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight-inch big, ooh, that's good pipe
That's my type, nigga, that's my type",False,4.0,Relationship Conflict,2019,2,brief
On A Roll,Ashley O,736.0,0.81,"-6,354",1,5,0.0906,77.0,0.0,0.0523,"125,011",4,154448,spotify,"Oh honey, I'll do anything for you
Oh honey, just tell me what you want me to
Oh honey, kiss me up against the wall
Oh honey, don't take anything, just have it all

Yeah, I can take it, so don't you fake it
I know your love's my destiny
Yeah, I can take it, please demonstrate it
'Cause I'm going down in history

Hey, yeah, whoa-ho, I'm on a roll
Ridin' so high, achieving my goals
Hey, yeah, whoa-ho, I'm on a roll
Ridin' so high, achieving my goals

I'm stoked on ambition and verve
I'm gonna get what I deserve
So full of ambition and verve
I'm gonna get what I deserve

Oh honey, let's get in through the door
Oh honey, not concerned who sees us ripping up the floor
Oh honey, we'll go dancing wherever you choose
Oh honey, you know we just can't lose

Yeah, I can take it, so don't you fake it
I know your love's my destiny
Yeah, I can take it, please demonstrate it
'Cause I'm going down in history

Hey, yeah, whoa-ho, I'm on a roll
Ridin' so high, achieving my goals
Hey, yeah, whoa-ho, I'm on a roll
Ridin' so high, achieving my goals

I'm stoked on ambition and verve
I'm gonna get what I deserve
So full of ambition and verve
I'm gonna get what I deserve",False,0.0,Love & Life Themes,2019,1,brief
Blinding Lights,The Weeknd,513.0,796.0,"-4,075",1,1,0.0629,0.00147,0.000209,0.0938,"171,017",4,201573,spotify,"Yeah

I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm goin' through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby

I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey

I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh

The city's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust

I'm just calling back to let you know (Back to let you know)
I could never say it on the phone (Say it on the phone)
Will never let you go this time (Ooh)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
Hey, hey, hey
Hey, hey, hey

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch",False,5.0,Holiday / Christmas,2020,13,sustained
Blinding Lights,The Weeknd,513.0,796.0,"-4,075",1,1,0.0629,0.00147,0.000209,0.0938,"171,017",4,201573,spotify,"Yeah

I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm goin' through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby

I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey

I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh

The city's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust

I'm just calling back to let you know (Back to let you know)
I could never say it on the phone (Say it on the phone)
Will never let you go this time (Ooh)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
Hey, hey, hey
Hey, hey, hey

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch",False,5.0,Holiday / Christmas,2022,121,sustained
The Box,Roddy Ricch,896.0,586.0,"-6,687",0,10,0.0559,104.0,0.0,0.79,"116,971",4,196653,spotify,"Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in the box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know where you at, at

I was out back where the stash at
Cruise the city in a bulletproof Cadillac (Skrrt)
'Cause I know these niggas after where the bag at (Yeah)
Gotta move smarter, gotta move harder
Nigga try to get me for my water
I'll lay his ass down, on my son, on my daughter
I had the Draco with me, Dwayne Carter
Lotta niggas out here playin', ain't ballin'
I done put my whole arm in the rim, Vince Carter (Yeah)
And I know probably get a key for the quarter
Shawty barely seen in double C's, I bought 'em
Got a bitch that's looking like Aaliyah, she a model
I got the pink slip, all my whips is key-less
Compton, I'm about to get the key to the city
Patek like the sea, forgive me

Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in the box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know where you at, at, hah

Hahaha, I been movin' 'em out
If Steelo with me, then he got the blues in the pouch (Yeah)
Took her to the forest, put the wood in her mouth
Bitch, don't wear no shoes in my house
The private I'm flyin' in, I never wan' fly again
I'll take my chances in traffic (Yeah)
She suckin' on dick, no hands with it
I just made the Rollie plain like a landing strip
I'm a 2020 president candidate
I done put a hundred bands on Zimmerman, shit
I been movin' real gangster, so that's why she picked a Crip
Shawty call me Crisco 'cause I pop my shit
Got it out the mud, there's nothin' you can tell me, yeah
When I had the drugs, I was street wealthy, yeah

Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in the box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know where you at, at",False,2.0,Boastful Rap Themes,2020,11,sustained
No Idea,Don Toliver,651.0,631.0,"-5,717",0,6,0.0896,519.0,0.000579,165.0,"127,994",4,154424,spotify,"I know, I know, I know that you're drunk (Yeah)
Tell me what you want after this club (Uh-huh)
You know I get nasty (You know I get nasty)
No Uber ride to my house, she caught a taxi (Uber ride to my house, yeah)

I'm picky with my women, I'm decidin' (Oh)
Call me to your crib and I'ma slide in (Yeah, oh)
I'm picky with my women, I'm decidin' (Oh)
Call me to your crib and I'ma slide in (Call me to your crib and I'ma)

First things first, let me get that introduction (Let me get that introduction)
We on a long road to self-destruction (Self-destruct—)
You were so in love, you weren't gon' tell me nothin' (You were so in love)
Let me get this clear (Uh-huh), 'cause I had no idea (Yeah, yeah)

Feelin' like I did too much (Much)
I'm feelin' like I did too much (Much)
Well, let's get naughtier (Naughtier)
Yeah, I mean naughtier (Naughtier)
I'm feelin' like I did too much (Much)
I'm feelin' like I did too much (Much)
Well, yeah, let's party, ya (Party, ya)
Yeah, I need all of ya (All of ya)

Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh

First things first, let me get that introduction
We on a long road to self-destruction
You were so in love, you weren't gon' tell me nothin'
Let me get this clear, 'cause I had no idea (I had no idea)

Feelin' like I did too much
I'm feelin' like I did too much
Well, let's get naughtier
Yeah, I mean naughtier
I'm feelin' like I did too much
I'm feelin' like I did too much
Well, yeah, let's party, ya
Yeah, I need all of ya (All of ya)

Since you've been gone, I've been just okay
I know you mad, you didn't see it my way
Since I've been gone, I've been out of space
I let lil' shawty, come here, take your place

Ooh, you tried it (Tried it)
You couldn't keep my love, you too excited (Couldn't keep my love, yeah)
You want a paper plane, I'm the pilot (You want a paper plane, yeah)
You wonder why your girl always smiling (Wonder why your girl, yeah)",False,5.0,Holiday / Christmas,2019,5,brief
No Idea,Don Toliver,651.0,631.0,"-5,717",0,6,0.0896,519.0,0.000579,165.0,"127,994",4,154424,spotify,"I know, I know, I know that you're drunk (Yeah)
Tell me what you want after this club (Uh-huh)
You know I get nasty (You know I get nasty)
No Uber ride to my house, she caught a taxi (Uber ride to my house, yeah)

I'm picky with my women, I'm decidin' (Oh)
Call me to your crib and I'ma slide in (Yeah, oh)
I'm picky with my women, I'm decidin' (Oh)
Call me to your crib and I'ma slide in (Call me to your crib and I'ma)

First things first, let me get that introduction (Let me get that introduction)
We on a long road to self-destruction (Self-destruct—)
You were so in love, you weren't gon' tell me nothin' (You were so in love)
Let me get this clear (Uh-huh), 'cause I had no idea (Yeah, yeah)

Feelin' like I did too much (Much)
I'm feelin' like I did too much (Much)
Well, let's get naughtier (Naughtier)
Yeah, I mean naughtier (Naughtier)
I'm feelin' like I did too much (Much)
I'm feelin' like I did too much (Much)
Well, yeah, let's party, ya (Party, ya)
Yeah, I need all of ya (All of ya)

Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh, uh (Yeah)
Uh, uh, uh

First things first, let me get that introduction
We on a long road to self-destruction
You were so in love, you weren't gon' tell me nothin'
Let me get this clear, 'cause I had no idea (I had no idea)

Feelin' like I did too much
I'm feelin' like I did too much
Well, let's get naughtier
Yeah, I mean naughtier
I'm feelin' like I did too much
I'm feelin' like I did too much
Well, yeah, let's party, ya
Yeah, I need all of ya (All of ya)

Since you've been gone, I've been just okay
I know you mad, you didn't see it my way
Since I've been gone, I've been out of space
I let lil' shawty, come here, take your place

Ooh, you tried it (Tried it)
You couldn't keep my love, you too excited (Couldn't keep my love, yeah)
You want a paper plane, I'm the pilot (You want a paper plane, yeah)
You wonder why your girl always smiling (Wonder why your girl, yeah)",False,5.0,Holiday / Christmas,2020,13,sustained
Say So,Doja Cat,787.0,673.0,"-4,583",0,11,159.0,264.0,3.35e-06,0.0904,"110,962",4,237893,spotify,"Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

It's been a long time since you fell in love
You ain't coming out your shell, you ain't really been yourself
Tell me, what must I do? (Do tell, my love)
'Cause luckily, I'm good at reading
I wouldn't bug him, but he won't stop cheesin'
And we can dance all day around it
If you frontin', I'll be bouncing
If you want it, scream it, shout it, babe
Before I leave you dry

Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Yeah)

Let me check my chest, my breath right quick (Ha)
He ain't ever seen it in a dress like this (Ah)
He ain't ever even been impressed like this
Prolly why I got him quiet on the set like zip
Like it, love it, need it bad
Take it, own it, steal it fast
Boy, stop playing, grab my ass
Why you actin' like you shy? (Hot)
Shut it, save it, keep it pushin'
Why you beating 'round the bush?
Knowin' you want all this woman
Never knock it 'til you try (Yah, yah)
All of them bitches hating I have you with me
All of my niggas sayin' you mad committed
Realer than anybody you had, and pretty
All of the body-ody, the ass and titties

Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

Mm-hmm
Uh-huh, oh
Uh-huh, uh-huh, uh-huh
Mm-hmm
Uh-huh, oh
Uh-huh, uh-huh, uh-huh",False,2.0,Boastful Rap Themes,2019,1,brief
Say So,Doja Cat,787.0,673.0,"-4,583",0,11,159.0,264.0,3.35e-06,0.0904,"110,962",4,237893,spotify,"Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

It's been a long time since you fell in love
You ain't coming out your shell, you ain't really been yourself
Tell me, what must I do? (Do tell, my love)
'Cause luckily, I'm good at reading
I wouldn't bug him, but he won't stop cheesin'
And we can dance all day around it
If you frontin', I'll be bouncing
If you want it, scream it, shout it, babe
Before I leave you dry

Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Yeah)

Let me check my chest, my breath right quick (Ha)
He ain't ever seen it in a dress like this (Ah)
He ain't ever even been impressed like this
Prolly why I got him quiet on the set like zip
Like it, love it, need it bad
Take it, own it, steal it fast
Boy, stop playing, grab my ass
Why you actin' like you shy? (Hot)
Shut it, save it, keep it pushin'
Why you beating 'round the bush?
Knowin' you want all this woman
Never knock it 'til you try (Yah, yah)
All of them bitches hating I have you with me
All of my niggas sayin' you mad committed
Realer than anybody you had, and pretty
All of the body-ody, the ass and titties

Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

Mm-hmm
Uh-huh, oh
Uh-huh, uh-huh, uh-huh
Mm-hmm
Uh-huh, oh
Uh-huh, uh-huh, uh-huh",False,2.0,Boastful Rap Themes,2020,9,brief
