track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms,source,lyrics,lyrics_missing,topic_number,topic_label,community,label_short,label_long,category,community_simplified,label_short_simplified,label_long_simplified,category_simplified,track_type,is_cross,year,weeks_on_chart,chart_longevity
TIC TOC,"6ix9ine, Lil Baby",0.82,691.0,-6.646,0,6,0.0723,0.0115,0.0,344.0,142.027,4,135739,spotify,"Yung Lan on the track

Okay, tick tock, Audemars wrist watch
I keep a stick, I keep a big Glock
You get hit, I do not miss shots
I keep a stick, I tell her, ""Kick rocks""
Okay, get rocks, wrist go drip, drop
I do not kiss, you making shit hot
You think I'm dumb, I ain't no kid
Thought you was in love
You ain't my bitch, nah

She on my drip drop
She ain't never went both ways, but I made them lip lock
Left her at the condo for days, she was at the tip top
Might as well throw away the key, I got the streets locked
I been drinkin' all this lean, I know I need to stop
Hoppin' out of stolen cars, and we shoot chops at opps
Two flooded out Rolexes, they don't tick or tock
Lemme catch your lil' shorty, she gettin' picked apart
Everything up to par

I got them big rocks in my ear, nuggets
I got my whole team flooded
Saks Off Fifth, I'm with your bitch
She buying everything I wanted
She fly me out to Waikiki
LV all on her bikini
Take her money, go Houdini
I call her when I want eat-eat
On my feet, you see them CC's
Neck and ears, you see them VV's
On my jeans, you see them GG's
Treat that bitch like she a fefe
Big body Benz, that's beep-beep
Hit it in the back of the Jeep-Jeep
That bitch know she a freak-freak
And the pussy staying on leak-leak

Okay, tick tock, Audemars wrist watch
I keep a stick, I keep a big Glock
You get hit, I do not miss shots
I keep a stick, I tell her, ""Kick rocks""
Okay, get rocks, wrist go drip, drop
I do not kiss, you making shit hot
You think I'm dumb, I ain't no kid
Thought you was in love
You ain't my bitch, nah",False,0.0,Love & Life Themes,0,Hype Rap / Flex,Aggressive hype rap with braggadocio and explicit language.,Rap / Trap,0,Hype Rap / Flex,Aggressive hype rap with braggadocio and explicit language.,Rap / Trap,spotify,False,2019.0,6.0,brief
Parado no Bailão,"MC L da Vinte, MC Gury",828.0,599.0,-1.624,1,11,149.0,381.0,0.0,0.0775,86.533,5,171692,spotify,"É que eu queria muito ela, ela não me dava atenção
Fiz de tudo por ela pra manter uma relação
E hoje nós nem conversa
Tô decidido e não é à toa que eu me joguei no Mandela
Foi que eu me joguei pro Mandela
(Que eu me joguei no Mandela)

Eu parado no bailão (Oi, no bailão)
Ela com o popozão (E o popozão no chão)
O popozão no chão, e o popozão no chão, hmm
Eu parado no bailão, no bailão
Ela com o popozão, o popozão no chão
O popozão no chão, o popozão no chão
O popozão no chão
Eu (Eu) parado no bailão, no bailão
Ela com o popozão, e o popozão no chão
E o popozão no chão, e o popozão no chão, hmm

É que eu queria muito ela, ela não me dava atenção
Fiz de tudo por ela pra manter uma relação
E hoje nós nem conversa
Tô decidido e não é à toa que eu me joguei no Mandela
Foi que eu me joguei pro Mandela
(Que eu me joguei no Mandela)

Eu parado no bailão (Oi, no bailão)
Ela com o popozão (E o popozão no chão)
O popozão no chão, e o popozão no chão, hmm
Eu parado no bailão, no bailão
Ela com o popozão, o popozão no chão
O popozão no chão, o popozão no chão
O popozão no chão
Eu (Eu) parado no bailão, no bailão
Ela com o popozão, e o popozão no chão
E o popozão no chão, e o popozão no chão, hmm",False,15.0,Pop Love Songs,14,Emo Rap / Melodic Hip-Hop,Emotional rap with melodic elements and relationship themes.,Rap / Trap,14,Emo Rap / Melodic Hip-Hop,Emotional rap with melodic elements and relationship themes.,Rap / Trap,spotify,False,2019.0,2.0,brief
HaifischNikez Allstars,"LX, Maxwell, Bonez MC, Gzuz, Sa4",764.0,744.0,-5.529,0,11,448.0,162.0,0.0,122.0,87.538,4,182925,spotify,"Frische Sneaker, ja, genauso muss das sein
Doch hänge nur zuhause, bin am barzen, geh' nur raus, um zu verteil’n
Er macht ausladende Aussagen, worauf warten?
Ich komm' vorbei und hau' ihm eine rein (Haha)
Alles, was ich wollte, war ein Benz in der Einfahrt (Wrm)
Nein, alles, was ich wollte, war ’ne gottverdammte Einfahrt (Wouh)
Wer hat so viel? Wer macht so viel Geld in mei'm Alter? (Wer?)
Es werden die heftigsten Weiber geklärt im Vorbeifahr'n
Wisch' den Dreck von mein'n Nikes ab, jeder Macker erkennt uns (Jeder)
Schlampen schreiben: „Dieser Motherfucker gefällt uns“ (Haha)
Die Makarow hängt lose (Ja) und die Akte ist endlos (Hör zu)
Weil meine ganze Bande macht die Patte mit Encros

Ich trag' den Nike-Anzug und den Haifisch dazu
Wieg' exakt tausend Gramm und dann schweiß' ich das zu (Wouh)
Eine Fahrt durch die Nacht (Wrm), mit der Felge auf Hochglanz (Hah)
Gebracht wird die Fracht in ’nem älteren Toyota (Hahaha)
Schnell mit dem Mofa (Ruah), etwas Koka
An jeder Ecke gibt’s hier jemand, der sein Geld mit Obst macht
Ey, du erkennst den Sound, wenn ich komme
Ey, besser du stehst auf, wenn ich komme (Komm)
Eines Tages hängt mein Arsch auf einer Yacht (Ja)
Gucke mal, der Benz und die Rolex sind bezahlt
Ich trag' nur TNs, über hundertsechzig Paar (Hah)
Alles läuft perfekt, komm’ vor Lachen nicht in' Schlaf, hah

Ich komm' und zeig' Präsenz, Breitreifen-Daimler-Benz
Kicke aufs Pedal, mit brandneuen Nike TNs
Zeit ist Geld, mit paar hundert Gramm die Runden fahr’n
Denn der Kundenstamm ruft alle zehn Sekunden an
Kohle machen, große Batzen in den Hosentaschen
Immer hundertpro Risiko wie beim Poker-Abend
Zivilverfahr'n, schiefe Bahn, Koka-Nasen
Vor der Tür, Zivilfahnder, die Fotos machen
Sie woll'n mich anklagen, meine Handys anzapfen
Denn Geschäfte werden abgewickelt, so wie Bandagen
Sechshundert-Watt-Lampen, Hanfpflanzen anpflanzen
Goldketten, Goldplatten, Johnnys dick wie Tannenzapfen

187, besser merk dir diese Zahl
Siehst mich auf der Bühne, denkst dir: „Der ist nicht normal“
Immer voll Karacho mit zweihundert aufm Tacho (Was?)
Kauf' mir zwanzig Gramm Gelato, was ich rauch' während der Fahrt (Maxwell)
In der Tasche Zwanzigtausend, wir sind Stars (Hahaha)
Geschäfte müssen laufen, wir besaufen uns im Park
Rappe über Mutterficken, lande in den Charts
Digga, deutscher Rap ist tot, aber wir tanzen auf sei'm Grab (Haha)
Hau' mir Sucuk in die Pfanne, alles klar (Alles klar)
Guck, die Rolex, die ich trage, ist schon lange nicht mehr Stahl (Wouh; 
Vollgold
)
Ein ganzes Zimmer in der Wohnung nur für Haifisch-Nikes (Was?)
Und das Obst wird wieder eingeschweißt, weißt Bescheid (Bam)

Wenn ich mir am Steindamm ein paar Fleischstücke reindrücke (Bloh-bloh)
Sei dir sicher, ich trag' zwei frische Haifische (Boom)
Eltern beide reich und die Kleine wohnt in Eimsbüttel (Groupies)
Sammel' ein paar Eindrücke, während ich ihn reindrücke (Ja)
Auf einmal Star, und zwar international (Ja)
Denk' mir nur so: „Ja, mein Kindheitstraum wird wahr“ (Hehe)
Und wär' ich du, dann wär' ich immer für mich da
Faule Schlampe, geh zum Sport und mach dein'n Hintern mal zum Arsch (Los!)
Bonez, Air Max, wer ist Millionär jetzt? (Heh?)
Immer noch aus Hamburg-West, wer will Stress? Wir klär'n es (Blah)
Ruf die Polizei, doch fliegt Blei, bleibst du liegen (Wouh, wouh)
Es ist eins-acht zu sieben, weil wir Haifische lieben (Blah)",False,3.0,Party & Nightlife,7,Global Trap / Hype,High-energy multilingual trap with global influences.,Rap / Trap,7,Global Trap / Hype,High-energy multilingual trap with global influences.,Rap / Trap,spotify,False,2019.0,1.0,brief
Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,398.0,838.0,-4.734,0,8,0.13,778.0,0.0,189.0,156.008,3,182341,spotify,"Já doeu
Mas hoje não dói mais
Tanto fiz
Que agora tanto faz

O nosso amor calejou
Apanhou, apanhou que cansou
Na minha cama 'cê fez tanta falta
Que o meu coração te expulsou
Não tem mais eu e você
Tá facin' de entender
Você me deu aula de como aprender te esquecer
Assim, ó!

Foi, mas não é mais
A minha notificação preferida
Já foi, mas não é mais
A número um da minha vida
Sinto em te dizer, yeah
Mas eu já superei você


O nosso amor calejou
Apanhou, apanhou que cansou
Na minha cama 'cê fez tanta falta
Que o meu coração te expulsou
Não tem mais eu e você
Tá facin' de entender
Você me deu aula de como aprender te esquecer

Foi, mas não é mais
A minha notificação preferida
Já foi, mas não é mais
A número um da minha vida
Sinto em te dizer
Mas eu já superei você
Foi, mas não é mais
A minha notificação preferida
Já foi, mas não é mais
A número um da minha vida
Sinto em te dizer, yeah
Mas eu já superei você

Já doeu
Mas hoje não dói mais",False,3.0,Party & Nightlife,2,Latin Pop (Emotional),Emotional Spanish-language reggaeton and urbano pop.,Latin / Urbano,2,Latin Pop (Emotional),Emotional Spanish-language reggaeton and urbano pop.,Latin / Urbano,spotify,False,2019.0,1.0,brief
MAMA,"6ix9ine, Nicki Minaj, Kanye West",761.0,672.0,-5.887,1,1,212.0,0.0893,9.77e-06,0.14,160.077,3,192405,spotify,"Uh
Murda on the beat so it's not nice!

Tiki Taki, Spanish mami, she a hot tamale (Hot)
Make her spend that money, dummy, go retarded for me (Pop it)
Pop it, pop it, she get started, she won't ever stop it
Little thottie, thottarati choosin' everybody

Splish, splash, Apple Bottoms make that ass fat
She got that wet wet, got me blowin' through this whole bag (Rack)
She got B's, spend some cheese, now they double D's
Thought I had to free, kick her out, my mama comin' home at three
Ho thicker-thicker-thicker than a fuckin' Snicker
Drug dealer, professional pot-whipper
In the winter, buy your ho a chinchilla (Grrr)
I just bought my bitch them Kylie Jenner lip fillers

Man, oh my God
She Instagram famous but she can't keep a job (Ooh)
Man, oh my God
Swipe her 30-inch weave on her sugar daddy card (Ooh)
Man, oh my God
Her doctor got her bustin' out her motherfuckin' bra (Mmm)
Man, oh my God
She Uber to a nigga with no car

Talkin' 'bout the relish, I do not embellish
Jacket got wings, True's got propellers
Gave all my old Margielas to my boy Marcellus
Pulled up with no laces, had the whole block jealous
Oh, Jesus Christ, I don't need advice
Wild nigga life, tell 'em read my rights
Man it hot tonight, lucky I wore my ice
15 in the game, baby girl, I got stripes (Huuh)

Ka-Ka-Kanye dressed me up like a doll
Then I hit 6ix9ine, tell him give me the ball
Bitch, this the dream team, magic as I recall
Whole squad on point, bunch of Chris Pauls (Chris Pauls)

I was out in Spain rockin' a Medusa head
I ain't never have to give a rap producer head
If I do, though, I'ma write a book like Supahead
This ain't wonder that I'm makin', this that super bread
Splish, splash, fuck him in a hurry, quick, fast
Still a pink wig, thick ass, whiplash
Got him cummin', cummin', Roger, over, dispatch
Said my box is the best, he met his match
I got all these bitches wantin' to be Barbie dolls
Barbie Dreamhouse, pink and purple marble walls
Pull-Pull up in that Barbie 'Rari, finna bury y'all
She threw dirt on my name, ended up at her own burial

Kanye dressed me up like a doll
Then I hit 6ix9ine, tell him give me the ball
Bitch, this the dream team, magic as I recall
Whole squad on point, bunch of Chris Pauls
Ka-Ka-Kanye dressed me up like a doll
Then I hit 6ix9ine, tell him give me the ball
Bitch, this the dream team, Fif' is on call
Whole squad on point, bunch of Chris Pauls (Chris Pauls)

Tiki Taki, Spanish mami, she a hot tamale (Hot)
Make her spend that money, dummy, go retarded for me (Pop it)
Pop it, pop it, she get started, she won't ever stop it
Little thottie, thottarati choosin' everybody",False,0.0,Love & Life Themes,8,Latin Dance / Reggaeton,Dance-oriented reggaeton and urbano tracks.,Latin / Urbano,8,Latin Dance / Reggaeton,Dance-oriented reggaeton and urbano tracks.,Latin / Urbano,spotify,False,2019.0,5.0,brief
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",552.0,0.76,-4.706,1,0,342.0,0.0733,0.0,0.0865,135.702,5,260000,spotify,"We the Best Music!
Another one!
DJ Khaled!

You stick out of the crowd, baby, it's a no-brainer
It ain't that hard to choose
Him or me, be for real, baby, it's a no-brainer
You got your mind unloose
Go hard and watch the sun rise
One night'll change your whole life
Off top, drop-top, baby it's a no-brainer
Put 'em up if you with me
Yeah, yeah-eah, yeah, yeah-eah-eah
In the middle, woah
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high
Put 'em high
Yeah-eah-eah, yeah, yeah-eah-eah
Both arms, yeah
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high

Quavo!
Mama told you don't talk to strangers (Mama, mama, mama!)
But when you're ridin' in the drop, you can't explain it (Skrrt, skrrt, skrrt-skrrt)
What you been waitin' on this whole time? (Yeah)
I blow the brains outta your mind (Ooh)
And I ain't talkin' 'bout physically (No)
I'm talkin' 'bout mentally (Talkin' 'bout mentally)
She lookin', she look like she nasty (She lookin')
She lookin', she look like she classy (She lookin')
She lookin', just look at her dancin' (Look at her)
She lookin', I took her to the mansion (Yeah, yeah)

You stick out of the crowd, baby, it's a no-brainer
It ain't that hard to choose
Him or me, be for real, baby, it's a no-brainer
You got your mind unloose
Go hard and watch the sun rise
One night'll change your whole life
Off top, drop-top, baby it's a no-brainer
Put 'em up if you with me
Yeah, yeah-eah, yeah, yeah-eah-eah
In the middle, woah
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high
Put 'em high
Yeah-eah-eah, yeah, yeah-eah-eah
Both arms, yeah
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high

Don't look rich, I ain't got no chain (Huh)
Not on the list, I ain't got no name
But we in this bitch, bitch, I'm not no lame
And I keep it Ben Franklin, I'm not gon' change
Lot of these hoes is messy (Messy)
I just want you and your bestie
Y'all don't gotta answer for whenever you text me
It's multiple choice and they all wanna test me
She ch-ch-ch-ch-choosin' the squad
She tryna choose between me, Justin, Qua' and Asahd
She told me that she love that I make music for God
I told her I would love to see that **** applaud

You stick out of the crowd, baby, it's a no-brainer
It ain't that hard to choose
Him or me, be for real, baby, it's a no-brainer
You got your mind unloose
Go hard and watch the sun rise
One night'll change your whole life
Off top, drop-top, baby it's a no-brainer
Put 'em up if you with me
Yeah, yeah-eah, yeah, yeah-eah-eah
In the middle, woah
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high
Put 'em high
Yeah-eah-eah, yeah, yeah-eah-eah
Both arms, yeah
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high

Walked down, had me sittin' up
Demanded my attention, had to give it up
Look like somebody designed you
Drop-dead gorgeous, you make me wanna live it up
Your presence is critical
Movin' my soul, yeah, you're spiritual
They hate it when you notice me
Like everybody else invisible (Ooh)
Breakin' all the rules (Oh-oh)
So above the law (So above the law)
I'll be your excuse (Damn right)
Uh, and you won’t go wrong, no

You stick out of the crowd, baby, it's a no-brainer (No-brainer)
It ain't that hard to choose
Him or me, be for real, baby, it's a no-brainer
(No-brainer)
You got your mind unloose
Go hard and watch the sun rise (Rise)
One night'll change your whole life
Off top, drop-top, baby it's a no-brainer (Oh, no)
Put 'em up if you with me
Yeah, yeah-eah, yeah, yeah-eah-eah
In the middle, oh (Yeah, in the middle)
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high (Put 'em high)
Put 'em high
Yeah-eah-eah, yeah, yeah-eah-eah
Both arms, yeah (Both sides in here)
Woah-woah-oah, oh, oh-oh, ooh
Put 'em high (Put 'em high)

It's We The Best Music
Way high
It's Father of Asahd
Another one",False,1.0,Desire & Emotions,18,,,,Other,Other,Other,Other,spotify,False,2019.0,19.0,sustained
Billie Jean,Michael Jackson,0.92,654.0,-3.051,0,11,0.0401,0.0236,0.0153,36.0,117.046,4,293827,spotify,"She was more like a beauty queen from a movie scene, uh
I said, ""Don't mind, but what do you mean, I am the one?
Who will dance on the floor in the round?""
She said I am the one
Who will dance on the floor in the round?
She told me her name was Billie Jean as she caused a scene
Then every head turned with eyes that dreamed of bein' the one, uh
Who will dance on the floor in the round?

People always told me, ""Be careful of what you do,"" uh
""And don't go around breakin' young girls' hearts"" (Hee-hee)
And mother always told me, ""Be careful of who you love
And be careful of what you do (Oh, oh)
'Cause the lie becomes the truth"" (Oh, oh), hey

Billie Jean is not my lover, uh
She's just a girl who claims that I am the one (Oh, baby)
But the kid is not my son (Woo)
Uh, she says I am the one (Oh, baby)
But the kid is not my son (Hee-hee-hee; no, no)
(Hee-hee-hee, woo)

For forty days and for forty nights, the law was on her side
But who can stand when she's in demand? Her schemes and plans
'Cause we danced on the floor in the round (Hee, uh, uh)
So take my strong advice
Just remember to always think twice (Don't think twice)
Do think twice (A-hoo)
She told my baby we danced 'til three, then she looked at me
Then showed a photo of a baby cryin', his eyes were like mine (Oh, no)
'Cause we danced on the floor in the round, baby (Ooh, hee-hee-hee)

People always told me, ""Be careful of what you do,"" uh
""And don't go around breakin' young girls' hearts"" (Don't break no hearts; hee-hee)
But she came and stood right by me
Just the smell of sweet perfume (Ha-oh)
This happened much too soon (Ha-oh, ha-ooh)
She called me to her room (Ha-oh, hoo), hey

Billie Jean is not my lover (Woo)
She's just a girl who claims that I am the one, uh
But the kid is not my son, uh
No-no-no, uh, no-no-no, no-no-no (Woo)
Billie Jean is not my lover, uh
She's just a girl who claims that I am the one
But the kid is not my son (No, no)
She says I am the one (Oh, baby)
But the kid is not my son (No, hee-hee-hee)
(Ah-hee-hee-hee)

Hee, hoo
(Chicka-boom, chicka-boom, chicka-boom, chicka-boom)

She says I am the one, uh
But the kid is not my son (No-no-no, woo, uh)
Billie Jean is not my lover, uh
She's just a girl who claims that I am the one (You know what you did to me, baby)
But the kid is not my son
No-no-no (No-no-no, ah), no-no-no-no (No-no-no)
She says I am the one (No, baby)
But the kid is not my son (No-no-no-no; woo, uh)

She says I am the one (You know what you did)
She says he is my son (Breakin' my heart, babe)
She says I am the one
Yeah, yeah, Billie Jean is not my lover, uh
Yeah, Billie Jean is not my lover, uh
Yeah, Billie Jean is not my lover, uh (She is just a girl)
Yeah, Billie Jean is not my lover, uh (She is just a girl; don't call me Billie Jean, hoo)
Billie Jean is not my lover, uh (She is just a girl; she's not at the scene)
Billie Jean is not (Hee), aaow, ooh
Yeah, Billie Jean is",False,0.0,Love & Life Themes,44,,,,Other,Other,Other,Other,spotify,False,2019.0,2.0,brief
Caro,Bad Bunny,651.0,575.0,-7.739,1,0,299.0,627.0,0.000202,0.0961,160.007,4,229456,spotify,"Me ven y me preguntan por qué visto caro, eh
¿Tú no ves que yo soy caro?
De lejos se nota que mi flow es caro, eh
Que con nadie me comparo
Yo le llego y normal, ey, me miran raro, eh
Pero a nada yo le paro
Yo sé cuánto valgo, yo sé que soy caro, eh
Que pa' ti soy caro

Antes mami decía: ""Está to' caro"", eh
Eso' tiempo' se acabaron
Yo soy como Durant, yo la cojo y va pal' aro, prr
Como si fueran disparo'
Las regla' yo las rompo', y las reparo, eh
Yo sé que ese culo e' caro
Lo' mismo bebo Moët, eh, que bebo guaro
""¿Tú ere'?"" Otra ve' me preguntaron

¿Qué carajo' te importa a ti? Ey
Cómo soy yo, eh
Qué digo yo, eh
Qué hago yo
¿Qué carajo' te importa a ti? Eh
Cómo soy yo, eh
Qué digo yo, eh
Qué hago yo
¿Qué carajo' te importa a ti?

Vive tu vida, yo vivo la mía
Criticar sin dar ejemplo, qué jodí'a manía
Por sólo ser yo y no como se suponía
Hasta que nos dé pulmonía
Y aquel se encojonó porque no contesté, sorry
No quiero hablar con usté', eh
Yo tengo la salsa, también el ballet
Por eso cuando dejo la máquina en el valet

Me ven y me preguntan por qué visto caro, eh
¿Tú no ves que yo soy caro?
De lejos se nota que mi flow es caro, eh
Que con nadie me comparo
Yo le llego y normal, ey, me miran raro, eh
Pero a nada yo le paro
Yo sé cuánto valgo, yo sé que soy caro, eh
Que pa' ti soy caro

¿Por qué no puedo ser así?
¿En qué te hago
 daño a ti?
¿En qué te hago
 daño a ti?
Yo solamente
 soy feliz
¿Por qué no puedo ser así?
¿En qué te hago
 daño a ti?
¿En qué te hago
 daño a ti?
Y solamente soy feliz
Solamente soy feliz
Solamente soy feliz (
Solamente
)
Solamente soy feliz
 (
Solamente
)

Y ser feliz nunca me ha salido caro, eh (No)
Ahora veo todo claro
Con dinero y sin dinero, mi flow es caro, eh
Y con nadie me comparo
Hoy yo le llego y normal, eh, me miran raro, eh
Pero a nada yo le paro
Yo sé cuánto valgo, yo sé que soy caro, eh (¿Cómo?)
Que pa' ti soy caro, eh

Bad Bunny, baby, be', be'
Wuh",False,0.0,Love & Life Themes,10,Melodic Trap,Melodic trap featuring emotional lyrics and rap vocals.,Rap / Trap,10,Melodic Trap,Melodic trap featuring emotional lyrics and rap vocals.,Rap / Trap,spotify,False,2019.0,1.0,brief
Ciumeira - Ao Vivo,Marília Mendonça,741.0,813.0,-4.83,0,11,0.0452,204.0,0.0,797.0,123.842,4,190084,spotify,"No começo eu entendia
Mas era só cama, não tinha amor
Lembro quando você dizia
""Vou desligar porque ela chegou""

E a gente foi se envolvendo, perdendo o medo
Não tinha lugar e nem hora pra dar um beijo
Coração não tá mais aceitando
Só metade do seu ""te amo""

É uma ciumeira atrás da outra
Ter que dividir seu corpo e a sua boca
Tá bom que eu aceitei por um instante
A verdade é que amante não quer ser amante
É uma ciumeira atrás da outra
Ter que dividir seu corpo e a sua boca
Tá bom que eu aceitei por um instante
A verdade é que amante não quer ser amante
É uma ciumeira atrás da outra

E a gente foi se envolvendo, perdendo o medo
Não tinha lugar e nem hora pra dar um beijo
Coração não tá mais aceitando
Só metade do seu ""te amo""

É uma ciumeira atrás da outra
Ter que dividir seu corpo e a sua boca
Tá bom que eu aceitei por um instante
A verdade é que amante não quer ser amante
É uma ciumeira atrás da outra
Ter que dividir seu corpo e a sua boca
Tá bom que eu aceitei por um instante
A verdade é que amante não quer ser amante
É uma ciumeira atrás da outra
Ter que dividir seu corpo e a sua boca
Tá bom que eu aceitei por um instante
A verdade é que amante não quer ser amante
É uma ciumeira atrás da outra",False,3.0,Party & Nightlife,5,Soft Pop / Love,Gentle pop love songs with occasional Spanish crossover.,Pop,5,Soft Pop / Love,Gentle pop love songs with occasional Spanish crossover.,Pop,spotify,False,2019.0,3.0,brief
X,"Nicky Jam, J Balvin",595.0,773.0,-4.736,0,9,0.0549,0.0364,0.00108,334.0,180.073,4,173628,spotify,"That day I saw you and I felt your energy
Since then, I don't want you far from me (Far from me)
I know you don't know about me (About me)
And I can't lie to you
What they say on the street about me (About me)

And I won't deny you
We're clear and that's it (And that's it, and that's it)
I won't deny you (Haha, I can't deny it)
We're clear and that's it (Haha, we're clear, we're clear)

Just let me get you, baby
Thirst-quenching kisses on the neck
My hand on your hip to start, as it is
We ain't never gonna go down no more, mama (No)
Da-da-da-da-dance
Plakata, plakata
As she moves it, nonstop, nonstop
The desire to eat you, now it's stronger
I wanna have you

And I won't deny you (Come over here)
We're clear and that's it
I won't deny you
We're clear and that's it

What I've seen from you, Mommy, is not normal (Normal)
But don't worry that I'm abnormal (-normal)
I know your friends must not like me, eh
But go on and tell them, part by part
How we have sex and I take the stress off you
Let's do it again

And I won't deny you (I won't deny you, I won't deny you)
We're clear and that's it (And that's it, And that's it)
I won't deny you (I won't deny you, I won't deny you)
We're clear and that's it (And that's it, And that's it)

No!
Da-da-da-da-dance
Plakata, plakata
Like she moves it, nonstop, nonstop
The desire to eat you now is stronger
I want to have you
And I won't deny you (Ah, ah)

N-I-C-K (Da-Da-Da-Da-Dance, plakata, plakata)
J Balvin, man (As she moves it, nonstop, nonstop)
Nicky-Nicky-Nicky Jam (Hahaha)
La Industry Inc
J Balvin
I'm not gonna talk too much
Let the beat keep on b-b-b-b-breaking
Yeah! (Yeah)
Wuh! (Wuh, wuh)",False,0.0,Love & Life Themes,3,Sad Pop / Breakup,English pop focused on heartbreak and emotional conflict.,Pop,3,Sad Pop / Breakup,English pop focused on heartbreak and emotional conflict.,Pop,spotify,False,2019.0,34.0,sustained
Feel It Still,Portugal. The Man,801.0,795.0,-5.115,0,1,0.0504,0.0417,0.000113,0.0717,79.028,4,163253,spotify,"Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?

Ooh woo, I'm a rebel just for kicks now
I been feeling it since 1966 now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still

Got another mouth to feed
Leave it with a babysitter, mama, call the gravedigger
Gone with the fallen leaves
Am I coming out of left field?

Ooh woo, I'm a rebel just for kicks now
I been feeling it since 1966 now
Might've had your fill, but you feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still

We could fight a war for peace
(Ooh woo, I'm a rebel just for kicks now)
Give in to that easy living
Goodbye to my hopes and dreams
Start flipping for my enemies
Or we could wait until the walls come down
(Ooh woo, I'm a rebel just for kicks now)
It's time to give a little to the kids in the middle
But, oh, until it falls, won't bother me

Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming back?

Ooh woo, I'm a rebel just for kicks, yeah
Your love is an abyss for my heart to eclipse now
Might be over now, but I feel it still

Ooh woo, I'm a rebel just for kicks now
I've been feeling it since 1966 now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still
Might've had your fill, but I feel it still",False,0.0,Love & Life Themes,120,,,,Other,Other,Other,Other,spotify,False,2019.0,64.0,sustained
